COG	COG term
COG3631	[R] COG3631 Ketosteroid isomerase-related protein
COG3633	[E] COG3633 Na+/serine symporter
COG3634	[O] COG3634 Alkyl hydroperoxide reductase, large subunit
COG3635	[G] COG3635 Predicted phosphoglycerate mutase, AP superfamily
COG3636	[K] COG3636 Predicted transcriptional regulator
COG3637	[M] COG3637 Opacity protein and related surface antigens
COG3638	[P] COG3638 ABC-type phosphate/phosphonate transport system, ATPase component
COG3639	[P] COG3639 ABC-type phosphate/phosphonate transport system, permease component
COG3640	[D] COG3640 CO dehydrogenase maturation factor
COG3641	[R] COG3641 Predicted membrane protein, putative toxin regulator
COG3642	[T] COG3642 Mn2+-dependent serine/threonine protein kinase
COG3643	[E] COG3643 Glutamate formiminotransferase
COG3644	[S] COG3644 Uncharacterized protein conserved in bacteria
COG3645	[S] COG3645 Uncharacterized phage-encoded protein
COG3646	[S] COG3646 Uncharacterized phage-encoded protein
COG3647	[S] COG3647 Predicted membrane protein
COG3648	[Q] COG3648 Uricase (urate oxidase)
COG3649	[L] COG3649 Uncharacterized protein predicted to be involved in DNA repair
COG3650	[S] COG3650 Predicted membrane protein
COG3651	[S] COG3651 Uncharacterized protein conserved in bacteria
COG3652	[S] COG3652 Predicted outer membrane protein
COG3653	[Q] COG3653 N-acyl-D-aspartate/D-glutamate deacylase
COG3654	[R] COG3654 Prophage maintenance system killer protein
COG3655	[K] COG3655 Predicted transcriptional regulator
COG3656	[S] COG3656 Predicted periplasmic protein
COG3657	[S] COG3657 Uncharacterized protein conserved in bacteria
COG3658	[C] COG3658 Cytochrome b
COG3659	[M] COG3659 Carbohydrate-selective porin
COG3660	[M] COG3660 Predicted nucleoside-diphosphate-sugar epimerase
COG3661	[G] COG3661 Alpha-glucuronidase
COG3662	[S] COG3662 Uncharacterized protein conserved in bacteria
COG3663	[L] COG3663 G:T/U mismatch-specific DNA glycosylase
COG3664	[G] COG3664 Beta-xylosidase
COG3665	[S] COG3665 Uncharacterized conserved protein
COG3666	[L] COG3666 Transposase and inactivated derivatives
COG3667	[P] COG3667 Uncharacterized protein involved in copper resistance
COG3668	[R] COG3668 Plasmid stabilization system protein
COG3669	[G] COG3669 Alpha-L-fucosidase
COG3670	[Q] COG3670 Lignostilbene-alpha,beta-dioxygenase and related enzymes
COG3671	[S] COG3671 Predicted membrane protein
COG3672	[S] COG3672 Predicted periplasmic protein
COG3673	[S] COG3673 Uncharacterized conserved protein
COG3675	[I] COG3675 Predicted lipase
COG3676	[L] COG3676 Transposase and inactivated derivatives
COG3677	[L] COG3677 Transposase and inactivated derivatives
COG3678	[UNTP] COG3678 P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein
COG3679	[S] COG3679 Uncharacterized conserved protein
COG3680	[S] COG3680 Uncharacterized protein conserved in bacteria
COG3681	[S] COG3681 Uncharacterized conserved protein
COG3682	[K] COG3682 Predicted transcriptional regulator
COG3683	[R] COG3683 ABC-type uncharacterized transport system, periplasmic component
COG3684	[G] COG3684 Tagatose-1,6-bisphosphate aldolase
COG3685	[S] COG3685 Uncharacterized protein conserved in bacteria
COG3686	[S] COG3686 Predicted membrane protein
COG3687	[R] COG3687 Predicted metal-dependent hydrolase
COG3688	[R] COG3688 Predicted RNA-binding protein containing a PIN domain
COG3689	[S] COG3689 Predicted membrane protein
COG3691	[S] COG3691 Uncharacterized protein conserved in bacteria
COG3692	[S] COG3692 Uncharacterized protein conserved in bacteria
COG3693	[G] COG3693 Beta-1,4-xylanase
COG3694	[R] COG3694 ABC-type uncharacterized transport system, permease component
COG3695	[L] COG3695 Predicted methylated DNA-protein cysteine methyltransferase
COG3696	[P] COG3696 Putative silver efflux pump
COG3697	[HI] COG3697 Phosphoribosyl-dephospho-CoA transferase (holo-ACP synthetase)
COG3698	[S] COG3698 Predicted periplasmic protein
COG3700	[R] COG3700 Acid phosphatase (class B)
COG3701	[U] COG3701 Type IV secretory pathway, TrbF components
COG3702	[U] COG3702 Type IV secretory pathway, VirB3 components
COG3703	[P] COG3703 Uncharacterized protein involved in cation transport
COG3704	[U] COG3704 Type IV secretory pathway, VirB6 components
COG3705	[E] COG3705 ATP phosphoribosyltransferase involved in histidine biosynthesis
COG3706	[T] COG3706 Response regulator containing a CheY-like receiver domain and a GGDEF domain
COG3707	[T] COG3707 Response regulator with putative antiterminator output domain
COG3708	[S] COG3708 Uncharacterized protein conserved in bacteria
COG3709	[P] COG3709 Uncharacterized component of phosphonate metabolism
COG3710	[K] COG3710 DNA-binding winged-HTH domains
COG3711	[K] COG3711 Transcriptional antiterminator
COG3712	[PT] COG3712 Fe2+-dicitrate sensor, membrane component
COG3713	[M] COG3713 Outer membrane protein V
COG3714	[S] COG3714 Predicted membrane protein
COG3715	[G] COG3715 Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIC
COG3716	[G] COG3716 Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IID
COG3717	[G] COG3717 5-keto 4-deoxyuronate isomerase
COG3718	[G] COG3718 Uncharacterized enzyme involved in inositol metabolism
COG3719	[J] COG3719 Ribonuclease I
COG3720	[P] COG3720 Putative heme degradation protein
COG3721	[P] COG3721 Putative heme iron utilization protein
COG3722	[K] COG3722 Transcriptional regulator
COG3723	[L] COG3723 Recombinational DNA repair protein (RecE pathway)
COG3724	[E] COG3724 Succinylarginine dihydrolase
COG3725	[V] COG3725 Membrane protein required for beta-lactamase induction
COG3726	[R] COG3726 Uncharacterized membrane protein affecting hemolysin expression
COG3727	[L] COG3727 DNA G:T-mismatch repair endonuclease
COG3728	[L] COG3728 Phage terminase, small subunit
COG3729	[R] COG3729 General stress protein
COG3730	[G] COG3730 Phosphotransferase system sorbitol-specific component IIC
COG3731	[G] COG3731 Phosphotransferase system sorbitol-specific component IIA
COG3732	[G] COG3732 Phosphotransferase system sorbitol-specific component IIBC
COG3733	[Q] COG3733 Cu2+-containing amine oxidase
COG3734	[G] COG3734 2-keto-3-deoxy-galactonokinase
COG3735	[S] COG3735 Uncharacterized protein conserved in bacteria
COG3736	[U] COG3736 Type IV secretory pathway, component VirB8
COG3737	[S] COG3737 Uncharacterized conserved protein
COG3738	[S] COG3738 Uncharacterized protein conserved in bacteria
COG3739	[S] COG3739 Uncharacterized integral membrane protein
COG3740	[R] COG3740 Phage head maturation protease
COG3741	[E] COG3741 N-formylglutamate amidohydrolase
COG3742	[S] COG3742 Uncharacterized protein conserved in bacteria
COG3743	[S] COG3743 Uncharacterized conserved protein
COG3744	[S] COG3744 Uncharacterized protein conserved in bacteria
COG3745	[U] COG3745 Flp pilus assembly protein CpaB
COG3746	[P] COG3746 Phosphate-selective porin
COG3747	[L] COG3747 Phage terminase, small subunit
COG3748	[S] COG3748 Predicted membrane protein
COG3749	[S] COG3749 Uncharacterized protein conserved in bacteria
COG3750	[S] COG3750 Uncharacterized protein conserved in bacteria
COG3751	[O] COG3751 Predicted proline hydroxylase
COG3752	[S] COG3752 Predicted membrane protein
COG3753	[S] COG3753 Uncharacterized protein conserved in bacteria
COG3754	[M] COG3754 Lipopolysaccharide biosynthesis protein
COG3755	[S] COG3755 Uncharacterized protein conserved in bacteria
COG3756	[S] COG3756 Uncharacterized protein conserved in bacteria
COG3757	[M] COG3757 Lyzozyme M1 (1,4-beta-N-acetylmuramidase)
COG3758	[S] COG3758 Uncharacterized protein conserved in bacteria
COG3759	[S] COG3759 Predicted membrane protein
COG3760	[S] COG3760 Uncharacterized conserved protein
COG3761	[C] COG3761 NADH:ubiquinone oxidoreductase 17.2 kD subunit
COG3762	[S] COG3762 Predicted membrane protein
COG3763	[S] COG3763 Uncharacterized protein conserved in bacteria
COG3764	[M] COG3764 Sortase (surface protein transpeptidase)
COG3765	[M] COG3765 Chain length determinant protein
COG3766	[S] COG3766 Predicted membrane protein
COG3767	[S] COG3767 Uncharacterized low-complexity protein
COG3768	[S] COG3768 Predicted membrane protein
COG3769	[R] COG3769 Predicted hydrolase (HAD superfamily)
COG3770	[M] COG3770 Murein endopeptidase
COG3771	[S] COG3771 Predicted membrane protein
COG3772	[R] COG3772 Phage-related lysozyme (muraminidase)
COG3773	[M] COG3773 Cell wall hydrolyses involved in spore germination
COG3774	[M] COG3774 Mannosyltransferase OCH1 and related enzymes
COG3775	[G] COG3775 Phosphotransferase system, galactitol-specific IIC component
COG3776	[S] COG3776 Predicted membrane protein
COG3777	[S] COG3777 Uncharacterized conserved protein
COG3778	[S] COG3778 Uncharacterized protein conserved in bacteria
COG3779	[S] COG3779 Uncharacterized protein conserved in bacteria
COG3780	[L] COG3780 DNA endonuclease related to intein-encoded endonucleases
COG3781	[S] COG3781 Predicted membrane protein
COG3782	[S] COG3782 Uncharacterized protein conserved in bacteria
COG3783	[C] COG3783 Soluble cytochrome b562
COG3784	[S] COG3784 Uncharacterized protein conserved in bacteria
COG3785	[S] COG3785 Uncharacterized conserved protein
COG3786	[S] COG3786 Uncharacterized protein conserved in bacteria
COG3787	[S] COG3787 Uncharacterized protein conserved in bacteria
COG3788	[R] COG3788 Uncharacterized relative of glutathione S-transferase, MAPEG superfamily
COG3789	[S] COG3789 Uncharacterized protein conserved in bacteria
COG3790	[S] COG3790 Predicted membrane protein
COG3791	[S] COG3791 Uncharacterized conserved protein
COG3792	[S] COG3792 Uncharacterized protein conserved in bacteria
COG3793	[P] COG3793 Tellurite resistance protein
COG3794	[C] COG3794 Plastocyanin
COG3795	[S] COG3795 Uncharacterized protein conserved in bacteria
COG3797	[S] COG3797 Uncharacterized protein conserved in bacteria
COG3798	[S] COG3798 Uncharacterized protein conserved in bacteria
COG3799	[E] COG3799 Methylaspartate ammonia-lyase
COG3800	[R] COG3800 Predicted transcriptional regulator
COG3801	[S] COG3801 Uncharacterized protein conserved in bacteria
COG3802	[S] COG3802 Uncharacterized protein conserved in bacteria
COG3803	[S] COG3803 Uncharacterized protein conserved in bacteria
COG3804	[S] COG3804 Uncharacterized conserved protein related to dihydrodipicolinate reductase
COG3805	[Q] COG3805 Aromatic ring-cleaving dioxygenase
COG3806	[T] COG3806 Anti-sigma factor
COG3807	[S] COG3807 Uncharacterized protein conserved in bacteria
COG3808	[C] COG3808 Inorganic pyrophosphatase
COG3809	[S] COG3809 Uncharacterized protein conserved in bacteria
COG3811	[S] COG3811 Uncharacterized protein conserved in bacteria
COG3812	[S] COG3812 Uncharacterized protein conserved in bacteria
COG3813	[S] COG3813 Uncharacterized protein conserved in bacteria
COG3814	[S] COG3814 Uncharacterized protein conserved in bacteria
COG3815	[S] COG3815 Predicted membrane protein
COG3816	[S] COG3816 Uncharacterized protein conserved in bacteria
COG3817	[S] COG3817 Predicted membrane protein
COG3818	[R] COG3818 Predicted acetyltransferase, GNAT superfamily
COG3819	[S] COG3819 Predicted membrane protein
COG3820	[S] COG3820 Uncharacterized protein conserved in bacteria
COG3821	[S] COG3821 Predicted membrane protein
COG3822	[R] COG3822 ABC-type sugar transport system, auxiliary component
COG3823	[O] COG3823 Glutamine cyclotransferase
COG3824	[S] COG3824 Uncharacterized protein conserved in bacteria
COG3825	[S] COG3825 Uncharacterized protein conserved in bacteria
COG3826	[S] COG3826 Uncharacterized protein conserved in bacteria
COG3827	[S] COG3827 Uncharacterized protein conserved in bacteria
COG3828	[S] COG3828 Uncharacterized protein conserved in bacteria
COG3829	[KT] COG3829 Transcriptional regulator containing PAS, AAA-type ATPase, and DNA-binding domains
COG3830	[T] COG3830 ACT domain-containing protein
COG3831	[S] COG3831 Uncharacterized conserved protein
COG3832	[S] COG3832 Uncharacterized conserved protein
COG3833	[G] COG3833 ABC-type maltose transport systems, permease component
COG3835	[KT] COG3835 Sugar diacid utilization regulator
COG3836	[G] COG3836 2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase
COG3837	[S] COG3837 Uncharacterized conserved protein, contains double-stranded beta-helix domain
COG3838	[U] COG3838 Type IV secretory pathway, VirB2 components (pilins)
COG3839	[G] COG3839 ABC-type sugar transport systems, ATPase components
COG3840	[H] COG3840 ABC-type thiamine transport system, ATPase component
COG3842	[E] COG3842 ABC-type spermidine/putrescine transport systems, ATPase components
COG3843	[U] COG3843 Type IV secretory pathway, VirD2 components (relaxase)
COG3844	[E] COG3844 Kynureninase
COG3845	[R] COG3845 ABC-type uncharacterized transport systems, ATPase components
COG3846	[U] COG3846 Type IV secretory pathway, TrbL components
COG3847	[U] COG3847 Flp pilus assembly protein, pilin Flp
COG3848	[T] COG3848 Phosphohistidine swiveling domain
COG3850	[T] COG3850 Signal transduction histidine kinase, nitrate/nitrite-specific
COG3851	[T] COG3851 Signal transduction histidine kinase, glucose-6-phosphate specific
COG3852	[T] COG3852 Signal transduction histidine kinase, nitrogen specific
COG3853	[P] COG3853 Uncharacterized protein involved in tellurite resistance
COG3854	[S] COG3854 Uncharacterized protein conserved in bacteria
COG3855	[G] COG3855 Uncharacterized protein conserved in bacteria
COG3856	[S] COG3856 Uncharacterized conserved protein (small basic protein)
COG3857	[L] COG3857 ATP-dependent nuclease, subunit B
COG3858	[R] COG3858 Predicted glycosyl hydrolase
COG3859	[S] COG3859 Predicted membrane protein
COG3860	[S] COG3860 Uncharacterized protein conserved in bacteria
COG3861	[S] COG3861 Uncharacterized protein conserved in bacteria
COG3862	[S] COG3862 Uncharacterized protein with conserved CXXC pairs
COG3863	[S] COG3863 Uncharacterized distant relative of cell wall-associated hydrolases
COG3864	[S] COG3864 Uncharacterized protein conserved in bacteria
COG3865	[S] COG3865 Uncharacterized protein conserved in bacteria
COG3866	[G] COG3866 Pectate lyase
COG3867	[G] COG3867 Arabinogalactan endo-1,4-beta-galactosidase
COG3868	[S] COG3868 Uncharacterized conserved protein
COG3869	[E] COG3869 Arginine kinase
COG3870	[S] COG3870 Uncharacterized protein conserved in bacteria
COG3871	[R] COG3871 Uncharacterized stress protein (general stress protein 26)
COG3872	[R] COG3872 Predicted metal-dependent enzyme
COG3874	[S] COG3874 Uncharacterized conserved protein
COG3875	[S] COG3875 Uncharacterized conserved protein
COG3876	[S] COG3876 Uncharacterized protein conserved in bacteria
COG3877	[S] COG3877 Uncharacterized protein conserved in bacteria
COG3878	[S] COG3878 Uncharacterized protein conserved in bacteria
COG3879	[S] COG3879 Uncharacterized protein conserved in bacteria
COG3880	[S] COG3880 Uncharacterized protein with conserved CXXC pairs
COG3881	[S] COG3881 Uncharacterized protein conserved in bacteria
COG3882	[Q] COG3882 Predicted enzyme involved in methoxymalonyl-ACP biosynthesis
COG3883	[S] COG3883 Uncharacterized protein conserved in bacteria
COG3884	[I] COG3884 Acyl-ACP thioesterase
COG3885	[S] COG3885 Uncharacterized conserved protein
COG3886	[L] COG3886 Predicted HKD family nuclease
COG3887	[T] COG3887 Predicted signaling protein consisting of a modified GGDEF domain and a DHH domain
COG3888	[K] COG3888 Predicted transcriptional regulator
COG3889	[R] COG3889 Predicted solute binding protein
COG3890	[I] COG3890 Phosphomevalonate kinase
COG3892	[S] COG3892 Uncharacterized protein conserved in bacteria
COG3893	[L] COG3893 Inactivated superfamily I helicase
COG3894	[R] COG3894 Uncharacterized metal-binding protein
COG3895	[R] COG3895 Predicted periplasmic protein
COG3896	[V] COG3896 Chloramphenicol 3-O-phosphotransferase
COG3897	[R] COG3897 Predicted methyltransferase
COG3898	[S] COG3898 Uncharacterized membrane-bound protein
COG3899	[R] COG3899 Predicted ATPase
COG3900	[S] COG3900 Predicted periplasmic protein
COG3901	[K] COG3901 Regulator of nitric oxide reductase transcription
COG3903	[R] COG3903 Predicted ATPase
COG3904	[S] COG3904 Predicted periplasmic protein
COG3905	[K] COG3905 Predicted transcriptional regulator
COG3906	[S] COG3906 Uncharacterized protein conserved in bacteria
COG3907	[R] COG3907 PAP2 (acid phosphatase) superfamily protein
COG3908	[S] COG3908 Uncharacterized protein conserved in bacteria
COG3909	[C] COG3909 Cytochrome c556
COG3910	[R] COG3910 Predicted ATPase
COG3911	[R] COG3911 Predicted ATPase
COG3913	[S] COG3913 Uncharacterized protein conserved in bacteria
COG3914	[O] COG3914 Predicted O-linked N-acetylglucosamine transferase, SPINDLY family
COG3915	[S] COG3915 Uncharacterized protein conserved in bacteria
COG3916	[TQ] COG3916 N-acyl-L-homoserine lactone synthetase
COG3917	[Q] COG3917 2-hydroxychromene-2-carboxylate isomerase
